generation,pct_filter,pct_map,pct_aggregate
1,0.38115079365079363,0.6188492063492064,0.0
2,0.3404761904761905,0.6595238095238096,0.0
3,0.4444444444444445,0.5555555555555556,0.0
4,0.7777777777777778,0.22222222222222224,0.0
5,0.8555555555555555,0.14444444444444443,0.0
6,0.9444444444444444,0.055555555555555546,0.0
7,0.9444444444444444,0.055555555555555546,0.0
8,0.9444444444444444,0.055555555555555546,0.0
9,0.9444444444444444,0.055555555555555546,0.0
10,0.9444444444444444,0.055555555555555546,0.0
11,0.9444444444444444,0.055555555555555546,0.0
12,0.9444444444444444,0.055555555555555546,0.0
13,0.9444444444444444,0.055555555555555546,0.0
14,0.9111111111111111,0.08888888888888888,0.0
15,0.9111111111111111,0.08888888888888888,0.0
16,0.9277777777777778,0.07222222222222222,0.0
17,0.9277777777777778,0.07222222222222222,0.0
18,0.9277777777777778,0.07222222222222222,0.0
19,0.9277777777777778,0.07222222222222222,0.0
20,0.9277777777777778,0.07222222222222222,0.0
21,0.9277777777777778,0.07222222222222222,0.0
22,0.9277777777777778,0.07222222222222222,0.0
23,0.9277777777777778,0.07222222222222222,0.0
24,0.9277777777777778,0.07222222222222222,0.0
25,0.9111111111111111,0.08888888888888888,0.0
26,0.9166666666666666,0.08333333333333333,0.0
27,0.9166666666666666,0.08333333333333333,0.0
28,0.9166666666666666,0.08333333333333333,0.0
29,0.9166666666666666,0.08333333333333333,0.0
30,0.9166666666666666,0.08333333333333333,0.0
31,0.9166666666666666,0.08333333333333333,0.0
32,0.9166666666666666,0.08333333333333333,0.0
33,0.9166666666666666,0.08333333333333333,0.0
34,0.9166666666666666,0.08333333333333333,0.0
35,0.9166666666666666,0.08333333333333333,0.0
36,0.9166666666666666,0.08333333333333333,0.0
37,0.9166666666666666,0.08333333333333333,0.0
38,0.9166666666666666,0.08333333333333333,0.0
39,0.9166666666666666,0.08333333333333333,0.0
40,0.9166666666666666,0.08333333333333333,0.0
41,0.9166666666666666,0.08333333333333333,0.0
42,0.9,0.09999999999999999,0.0
43,0.9,0.09999999999999999,0.0
44,0.9,0.09999999999999999,0.0
45,0.9,0.09999999999999999,0.0
46,0.9,0.09999999999999999,0.0
47,0.9,0.09999999999999999,0.0
48,0.9,0.09999999999999999,0.0
49,0.9,0.09999999999999999,0.0
50,0.9,0.09999999999999999,0.0
