generation,pct_filter,pct_map,pct_aggregate
1,0.26586691086691083,0.6216788766788767,0.11245421245421246
2,0.15888888888888889,0.6333333333333333,0.20777777777777776
3,0.08814814814814814,0.5837037037037037,0.32814814814814813
4,0.0,0.5722222222222222,0.42777777777777776
5,0.02148148148148148,0.6070370370370369,0.37148148148148147
6,0.029576719576719573,0.5764550264550263,0.3939682539682539
7,0.03,0.6055555555555555,0.3644444444444444
8,0.035277777777777776,0.6311111111111111,0.33361111111111114
9,0.029246031746031742,0.5698412698412698,0.4009126984126984
10,0.042261904761904764,0.5279761904761904,0.42976190476190473
11,0.02971139971139971,0.5549062049062048,0.4153823953823954
12,0.05025252525252525,0.5387626262626262,0.41098484848484845
13,0.042592592592592585,0.5574074074074075,0.4
14,0.0537037037037037,0.5296296296296296,0.41666666666666663
15,0.049999999999999996,0.5277777777777778,0.4222222222222222
16,0.0537037037037037,0.5296296296296296,0.41666666666666663
17,0.0496969696969697,0.5262626262626262,0.4240404040404041
18,0.0537037037037037,0.5407407407407406,0.40555555555555556
19,0.0537037037037037,0.5685185185185184,0.37777777777777777
20,0.049999999999999996,0.5499999999999999,0.4
21,0.07222222222222222,0.5499999999999999,0.37777777777777777
22,0.07222222222222222,0.5388888888888889,0.3888888888888889
23,0.07592592592592592,0.5018518518518518,0.4222222222222222
24,0.07592592592592592,0.5129629629629628,0.41111111111111115
25,0.0874074074074074,0.5259259259259259,0.38666666666666666
26,0.09740740740740741,0.5037037037037038,0.3988888888888889
27,0.09740740740740741,0.5259259259259259,0.37666666666666665
28,0.09322751322751321,0.5272486772486772,0.37952380952380954
29,0.09740740740740741,0.5425925925925925,0.36
30,0.09787037037037036,0.5171296296296297,0.385
31,0.11259259259259258,0.4796296296296297,0.40777777777777774
32,0.11259259259259258,0.5185185185185185,0.36888888888888893
33,0.11222222222222222,0.5166666666666667,0.3711111111111111
34,0.11222222222222222,0.5111111111111111,0.37666666666666665
35,0.11222222222222222,0.48888888888888893,0.3988888888888889
36,0.12,0.5,0.38
37,0.11259259259259258,0.5018518518518518,0.38555555555555554
38,0.10777777777777778,0.49444444444444446,0.3977777777777778
39,0.11888888888888889,0.47777777777777775,0.4033333333333333
40,0.12666666666666665,0.48888888888888893,0.3844444444444445
41,0.12666666666666665,0.48888888888888893,0.3844444444444445
42,0.12703703703703703,0.49074074074074076,0.3822222222222222
43,0.1280952380952381,0.5015873015873016,0.3703174603174603
44,0.13444444444444442,0.48888888888888893,0.37666666666666665
45,0.116984126984127,0.5015873015873016,0.38142857142857145
46,0.11698412698412697,0.5015873015873016,0.3814285714285714
47,0.11698412698412697,0.5015873015873016,0.3814285714285714
48,0.127037037037037,0.4962962962962963,0.37666666666666665
49,0.1280952380952381,0.49603174603174605,0.37587301587301586
50,0.11841269841269841,0.4976190476190476,0.38396825396825396
