generation,pct_filter,pct_map,pct_aggregate
1,0.4067063492063493,0.5932936507936508,0.0
2,0.29166666666666663,0.7083333333333333,0.0
3,0.5472222222222223,0.4527777777777778,0.0
4,0.71,0.29,0.0
5,0.9255555555555555,0.07444444444444444,0.0
6,0.9366666666666665,0.06333333333333332,0.0
7,0.9366666666666665,0.06333333333333332,0.0
8,0.9366666666666665,0.06333333333333332,0.0
9,0.9366666666666665,0.06333333333333332,0.0
10,0.9366666666666665,0.06333333333333332,0.0
11,0.9366666666666665,0.06333333333333332,0.0
12,0.9366666666666665,0.06333333333333332,0.0
13,0.9366666666666665,0.06333333333333332,0.0
14,0.9366666666666665,0.06333333333333332,0.0
15,0.9366666666666665,0.06333333333333332,0.0
16,0.9366666666666665,0.06333333333333332,0.0
17,0.9366666666666665,0.06333333333333332,0.0
18,0.9366666666666665,0.06333333333333332,0.0
19,0.9366666666666665,0.06333333333333332,0.0
20,0.9333333333333332,0.06666666666666667,0.0
21,0.9333333333333332,0.06666666666666667,0.0
22,0.9333333333333332,0.06666666666666667,0.0
23,0.9333333333333332,0.06666666666666667,0.0
24,0.9366666666666665,0.06333333333333332,0.0
25,0.9366666666666665,0.06333333333333332,0.0
26,0.9366666666666665,0.06333333333333332,0.0
27,0.9366666666666665,0.06333333333333332,0.0
28,0.9366666666666665,0.06333333333333332,0.0
29,0.9366666666666665,0.06333333333333332,0.0
30,0.9366666666666665,0.06333333333333332,0.0
31,0.9366666666666665,0.06333333333333332,0.0
32,0.9366666666666665,0.06333333333333332,0.0
33,0.9366666666666665,0.06333333333333332,0.0
34,0.9366666666666665,0.06333333333333332,0.0
35,0.9366666666666665,0.06333333333333332,0.0
36,0.9366666666666665,0.06333333333333332,0.0
37,0.9366666666666665,0.06333333333333332,0.0
38,0.9366666666666665,0.06333333333333332,0.0
39,0.9366666666666665,0.06333333333333332,0.0
40,0.9366666666666665,0.06333333333333332,0.0
41,0.9366666666666665,0.06333333333333332,0.0
42,0.9366666666666665,0.06333333333333332,0.0
43,0.9366666666666665,0.06333333333333332,0.0
44,0.9366666666666665,0.06333333333333332,0.0
45,0.9366666666666665,0.06333333333333332,0.0
46,0.9366666666666665,0.06333333333333332,0.0
47,0.9366666666666665,0.06333333333333332,0.0
48,0.9394444444444444,0.06055555555555555,0.0
49,0.9394444444444444,0.06055555555555555,0.0
50,0.9394444444444444,0.06055555555555555,0.0
